2015-5-20 15:52:11, 89, 0.01, 1014.00, 0.00
2015-5-20 15:52:17, 90, 0.01, 1014.00, 0.00
2015-5-20 15:52:23, 91, 0.00, 1014.00, 0.00
2015-5-20 15:52:29, 92, 0.00, 1014.00, 0.00
2015-5-20 15:52:35, 93, 0.00, 1014.00, 0.00
2015-5-20 15:52:41, 94, 0.00, 1014.00, 0.00
2015-5-20 15:52:47, 95, 0.00, 1040.00, 0.00
2015-5-20 15:52:53, 96, -0.01, 1014.00, 0.00
2015-5-20 15:52:59, 97, -0.01, 1014.00, 0.00
2015-5-20 15:53:5, 98, -0.01, 1014.00, 0.00
2015-5-20 15:53:11, 99, -0.01, 1014.00, 0.00
2015-5-20 15:53:17, 100, -0.01, 1014.00, 0.00
2015-5-20 15:53:23, 101, -0.01, 1014.00, 0.00
2015-5-20 15:53:29, 102, -0.01, 1014.00, 0.00
2015-5-20 15:53:35, 103, -0.01, 1040.00, 0.00
2015-5-20 15:53:41, 104, -0.02, 1040.00, 0.00
2015-5-20 15:53:47, 105, -0.02, 1040.00, 0.00
2015-5-20 15:53:53, 106, -0.02, 1040.00, 0.00
2015-5-20 15:53:59, 107, -0.01, 1040.00, 0.00
2015-5-20 15:54:5, 108, -0.02, 1040.00, 0.00
